n48,n16,1
n32,n33,5
n34,n63,15
n08,n33,15
n34,n33,3
n11,n33,17
n04,n33,11
n18,n33,12
n36,n60,13
n22,n09,7
n15,n22,8
n40,n73,1
n23,n73,3
n39,n73,1
n11,n73,3
n04,n73,9
n32,n76,27
n04,n46,17
n68,n06,5
n06,n14,15
n32,n78,6
n32,n70,5
n76,n78,6
n76,n70,2
n50,n70,13
n03,n77,11
n11,n77,16
n50,n07,9
n35,n75,7
n75,n63,6
n50,n49,1
n39,n07,3
n47,n07,10
n07,n53,7
n16,n07,6
n07,n59,6
n11,n07,33
n04,n07,13
n21,n55,5
n21,n39,13
n68,n21,10
n53,n55,1
n29,n55,7
n68,n55,2
n68,n53,12
n16,n01,2
n38,n57,6
n75,n57,12
n23,n25,7
n08,n20,6
n36,n20,3
n11,n20,4
n18,n20,7
n09,n70,1
n61,n59,4
n26,n77,4
n40,n22,3
n50,n73,2
n50,n65,2
n47,n73,2
n47,n65,3
n12,n25,6
n15,n02,8
n19,n07,1
n66,n09,1
n04,n20,4
n45,n20,5
n03,n22,7
n23,n56,4
n03,n56,4
n04,n56,15
n64,n32,19
n04,n64,26
n47,n49,3
n49,n53,3
n29,n49,2
n26,n49,3
n11,n49,5
n40,n62,1
n40,n61,2
n37,n62,6
n37,n61,15
n60,n09,2
n38,n60,1
n45,n62,1
n45,n61,3
n03,n62,1
n50,n62,6
n04,n62,11
n06,n61,4
n38,n06,4
n50,n61,18
n04,n61,23
n24,n67,1
n35,n70,3
n32,n22,11
n26,n35,8
n36,n76,11
n26,n76,9
n12,n76,14
n68,n60,2
n38,n28,5
n08,n67,11
n11,n67,11
n35,n22,1
n63,n22,1
n37,n33,8
n39,n22,3
n29,n22,4
n37,n64,18
n64,n47,20
n64,n53,3
n64,n59,4
n23,n77,10
n53,n77,2
n23,n13,2
n45,n13,3
n12,n13,3
n45,n05,17
n40,n56,5
n36,n56,8
n03,n69,7
n57,n09,5
n22,n46,2
n68,n24,14
n34,n62,2
n34,n52,8
n35,n29,16
n32,n01,2
n23,n01,3
n37,n66,10
n37,n01,4
n66,n60,3
n08,n01,7
n66,n01,1
n16,n66,1
n09,n01,1
n50,n01,4
n11,n01,13
n18,n01,13
n06,n52,7
n40,n70,2
n11,n44,7
n63,n01,1
n32,n05,9
n05,n09,4
n47,n05,24
n45,n52,11
n24,n39,6
n36,n28,16
n36,n62,5
n07,n22,4
n56,n14,1
n56,n05,2
n18,n56,17
n36,n05,7
n68,n66,1
n23,n22,17
n12,n77,11
n12,n01,7
n57,n53,11
n57,n16,5
n06,n39,17
n39,n52,15
n04,n70,14
n39,n76,7
n57,n06,12
n40,n46,2
n38,n07,3
n34,n07,5
n38,n34,18
n39,n60,15
n36,n33,10
n47,n33,3
n28,n45,16
n45,n49,2
n28,n56,6
n28,n73,1
n28,n16,5
n28,n49,1
n56,n73,1
n56,n16,2
n56,n49,1
n16,n73,1
n49,n73,1
n16,n49,1
n04,n49,3
n12,n49,4
n26,n55,6
n57,n29,14
n21,n09,14
n09,n55,1
n47,n55,12
n36,n01,1
n56,n09,3
n26,n56,14
n40,n16,21
n34,n15,13
n08,n70,9
n05,n70,1
n64,n50,14
n26,n66,4
n14,n78,1
n08,n78,10
n53,n78,1
n34,n78,2
n32,n73,5
n22,n73,1
n23,n33,8
n69,n53,2
n21,n73,1
n36,n73,1
n15,n57,5
n57,n55,6
n69,n78,1
n48,n09,3
n63,n52,1
n38,n02,5
n36,n02,6
n06,n07,3
n07,n09,3
n32,n25,7
n32,n72,5
n35,n25,4
n25,n63,1
n14,n25,1
n36,n25,5
n03,n25,6
n25,n72,2
n14,n72,1
n36,n72,3
n03,n72,2
n25,n22,1
n64,n15,1
n40,n57,11
n47,n52,14
n40,n02,2
n37,n02,10
n38,n59,5
n28,n76,1
n28,n69,1
n63,n59,6
n08,n65,2
n12,n65,3
n26,n02,4
n56,n47,12
n50,n56,10
n68,n56,7
n36,n77,7
n16,n20,1
n06,n02,2
n15,n46,4
n02,n46,6
n59,n13,2
n07,n02,3
n21,n07,2
n07,n13,1
n37,n13,3
n04,n13,3
n32,n62,4
n23,n62,10
n53,n73,1
n50,n02,6
n24,n06,10
n39,n63,7
n15,n63,2
n15,n39,7
n39,n02,1
n32,n07,7
n39,n61,10
n69,n22,1
n14,n70,3
n69,n70,1
n06,n63,8
n64,n34,5
n37,n54,1
n68,n54,1
n06,n78,1
n39,n78,2
n59,n78,1
n35,n02,3
n05,n02,16
n35,n05,1
n04,n19,6
n14,n19,3
n45,n33,4
n52,n53,4
n25,n73,1
n68,n78,1
n68,n76,9
n35,n78,3
n32,n61,10
n06,n76,2
n76,n61,1
n76,n52,2
n64,n21,7
n14,n46,5
n06,n46,1
n16,n46,5
n05,n07,4
n15,n55,4
n59,n55,4
n45,n19,4
n45,n46,5
n19,n59,2
n19,n46,1
n28,n03,3
n28,n39,4
n29,n19,1
n29,n02,2
n19,n02,3
n32,n19,6
n23,n19,5
n76,n53,5
n47,n19,5
n19,n53,9
n50,n19,9
n38,n55,3
n32,n74,1
n21,n63,7
n23,n74,1
n63,n74,4
n03,n74,2
n47,n74,1
n29,n74,1
n23,n70,6
n75,n44,3
n18,n44,15
n09,n78,1
n34,n25,2
n76,n59,5
n28,n09,4
n28,n29,14
n37,n49,1
n40,n28,19
n68,n15,5
n64,n33,17
n06,n19,1
n35,n38,3
n16,n77,2
n78,n31,1
n62,n59,1
n18,n70,11
n64,n16,12
n37,n70,11
n45,n01,1
n23,n31,5
n08,n31,4
n11,n31,3
n04,n31,8
n18,n31,2
n39,n70,1
n35,n60,6
n68,n05,2
n34,n69,9
n75,n56,6
n47,n31,2
n40,n05,10
n57,n76,6
n26,n78,3
n68,n22,1
n24,n22,1
n24,n56,7
n44,n21,3
n75,n62,3
n14,n02,3
n64,n14,5
n76,n22,2
n50,n46,10
n68,n07,1
n23,n65,1
n77,n01,1
n65,n77,2
n11,n65,2
n18,n65,3
n62,n22,1
n61,n22,1
n40,n15,6
n69,n25,3
n75,n76,1
n64,n52,3
n64,n75,4
n36,n13,3
n75,n13,1
n50,n13,6
n29,n13,2
n16,n76,4
n15,n66,3
n32,n65,2
n15,n65,1
n06,n25,1
n25,n52,2
n68,n25,3
n68,n52,7
n72,n76,5
n47,n72,3
n21,n46,5
n75,n46,10
n12,n33,8
n24,n69,3
n77,n59,1
n68,n62,1
n68,n77,4
n75,n66,8
n69,n72,3
n15,n77,2
n34,n67,4
n34,n19,6
n02,n22,7
n29,n73,1
n36,n67,3
n36,n31,1
n52,n55,2
n19,n09,8
n15,n19,1
n05,n19,6
n50,n67,8
n23,n78,10
n45,n78,10
n75,n78,1
n16,n78,1
n40,n44,1
n23,n44,3
n08,n44,13
n03,n44,1
n50,n44,2
n44,n15,7
n04,n44,3
n44,n05,5
n12,n44,8
n67,n77,1
n75,n54,2
n38,n69,1
n37,n73,5
n76,n73,2
n24,n15,2
n37,n56,6
n38,n78,2
n21,n77,4
n39,n25,2
n44,n59,3
n44,n29,3
n09,n46,1
n47,n46,12
n26,n46,9
n37,n74,1
n50,n74,3
n26,n74,1
n74,n70,1
n04,n74,2
n29,n70,7
n26,n70,5
n69,n59,1
n37,n46,7
n45,n66,4
n40,n78,4
n21,n61,13
n64,n61,2
n26,n64,3
n64,n57,2
n15,n61,1
n64,n28,3
n45,n70,7
n47,n70,6
n56,n60,1
n56,n53,1
n28,n77,2
n64,n56,2
n15,n70,1
n28,n53,4
n23,n46,9
n29,n46,3
n76,n60,2
n37,n44,5
n36,n44,1
n44,n52,1
n34,n44,1
n26,n44,2
n24,n44,1
n56,n06,2
n04,n01,9
n24,n48,1
n76,n46,1
n57,n46,3
n75,n19,4
n48,n19,3
n25,n67,1
n40,n07,2
n32,n67,5
n14,n67,2
n62,n53,2
n06,n69,2
n06,n73,1
n25,n59,2
n28,n63,4
n75,n28,10
n32,n20,1
n35,n20,1
n37,n20,4
n35,n61,5
n34,n61,3
n21,n33,2
n33,n53,3
n15,n33,1
n29,n33,7
n33,n59,1
n44,n02,2
n03,n46,1
n35,n06,6
n05,n46,3
n32,n31,3
n50,n31,4
n75,n72,1
n68,n72,1
n45,n25,3
n68,n70,2
n64,n35,1
n64,n63,1
n28,n15,2
n03,n67,5
n23,n20,3
n03,n30,2
n29,n61,7
n45,n02,6
n24,n07,2
n75,n69,2
n75,n33,1
n63,n49,1
n66,n07,1
n57,n48,1
n35,n16,4
n63,n61,5
n33,n61,2
n38,n76,2
n15,n07,3
n28,n06,3
n28,n05,3
n48,n46,1
n39,n69,4
n76,n74,1
n77,n78,3
n38,n77,3
n45,n54,1
n36,n19,2
n52,n77,2
n52,n78,2
n39,n30,1
n64,n38,4
n28,n02,1
n24,n76,1
n28,n57,2
n40,n25,3
n21,n25,1
n63,n07,1
n04,n72,4
n28,n55,2
n28,n70,1
n64,n67,2
n16,n67,3
n07,n55,1
n21,n70,4
n63,n09,4
n26,n72,2
n60,n70,3
n35,n46,1
n57,n02,1
n06,n77,3
n47,n01,2
n29,n62,5
n66,n76,2
n29,n66,3
n25,n77,1
n15,n60,2
n35,n56,3
n56,n29,4
n48,n61,3
n52,n02,1
n56,n21,2
n40,n13,2
n14,n13,1
n26,n13,2
n35,n57,6
n06,n70,3
n21,n19,5
n16,n61,3
n21,n66,1
n14,n30,1
n61,n30,1
n16,n30,1
n66,n55,1
n37,n19,4
n59,n01,2
n29,n72,1
n77,n70,1
n28,n14,3
n07,n77,1
n57,n07,1
n56,n63,1
n56,n39,3
n64,n19,1
n34,n70,1
n29,n67,3
n69,n09,2
n21,n78,2
n47,n13,4
n53,n13,1
n19,n13,1
n05,n13,3
n36,n07,1
n19,n66,4
n38,n56,11
n03,n31,4
n34,n31,1
n67,n70,3
n64,n24,1
n67,n74,1
n63,n67,6
n60,n78,1
n36,n70,6
n16,n33,1
n35,n01,1
n25,n01,1
n38,n25,2
n24,n25,1
n38,n01,3
n24,n01,1
n75,n70,3
n63,n62,2
n39,n46,2
n35,n09,1
n24,n33,2
n53,n70,1
n69,n67,3
n65,n14,1
n47,n20,2
n32,n49,1
n49,n76,1
n49,n59,1
n03,n20,1
n69,n77,1
n39,n19,4
n57,n19,1
n06,n67,2
n32,n51,1
n34,n01,2
n29,n01,4
n03,n65,3
n77,n09,1
n45,n31,2
n24,n19,2
n05,n66,7
n28,n60,2
n15,n62,1
n45,n67,2
n40,n65,1
n65,n06,1
n38,n05,3
n21,n02,5
n36,n46,5
n63,n66,2
n24,n77,3
n62,n55,2
n69,n55,2
n40,n19,2
n19,n63,2
n19,n60,2
n37,n72,4
n77,n22,1
n57,n78,1
n11,n72,4
n34,n20,2
n15,n20,1
n63,n02,1
n65,n76,1
n63,n17,2
n14,n17,1
n08,n17,1
n39,n17,1
n47,n17,2
n50,n17,1
n17,n59,1
n26,n17,1
n11,n17,1
n18,n17,1
n57,n13,1
n29,n31,2
n37,n65,1
n23,n54,1
n12,n54,1
n26,n69,2
n44,n46,1
n40,n30,3
n28,n30,1
n28,n72,1
n26,n73,2
n54,n72,1
n24,n55,1
n03,n02,1
n63,n73,2
n38,n13,3
n75,n61,4
n37,n31,6
n04,n65,2
n52,n22,1
n75,n25,2
n57,n25,1
n56,n66,1
n75,n67,1
n64,n07,3
n75,n07,2
n26,n01,2
n26,n25,2
n45,n72,4
n34,n72,1
n44,n57,1
n57,n66,2
n56,n69,1
n56,n33,1
n68,n33,1
n32,n44,4
n68,n44,1
n61,n70,1
n40,n54,1
n26,n31,1
n68,n64,2
n29,n20,1
n26,n20,1
n63,n46,2
n54,n25,1
n68,n02,4
n48,n02,3
n56,n15,1
n35,n19,1
n19,n52,2
n12,n20,4
n21,n20,2
n35,n44,1
n44,n45,3
n44,n39,1
n44,n53,4
n44,n16,2
n06,n33,1
n28,n61,2
n05,n76,4
n48,n69,1
n07,n60,1
n56,n02,2
n61,n02,2
n44,n07,2
n15,n72,1
n48,n62,1
n33,n19,1
n34,n13,1
n28,n78,2
n59,n20,1
n68,n13,1
n50,n20,2
n49,n67,2
n65,n39,1
n05,n20,1
n63,n20,1
n44,n47,4
n53,n31,1
n69,n31,1
n28,n22,3
n72,n22,1
n54,n53,1
n21,n67,1
n64,n05,2
n35,n49,1
n57,n33,1
n38,n46,1
n61,n46,1
n44,n77,1
n44,n19,1
n19,n31,1
n69,n52,2
n15,n13,1
n73,n31,1
n72,n31,1
n59,n73,1
n66,n13,1
n06,n72,1
n05,n52,1
n55,n78,1
n14,n20,3
n61,n78,1
n03,n13,1
n15,n67,2
n64,n46,1
n25,n05,1
n44,n09,1
n06,n49,1
n57,n49,2
n06,n20,1
n72,n67,1
n44,n06,1
n28,n07,2
n75,n49,1
n16,n62,2
n25,n07,1
n64,n60,2
n11,n10,1
n18,n10,1
n56,n07,2
n40,n01,2
n33,n78,1
n33,n73,1
n78,n73,2
n32,n17,1
n69,n62,2
n56,n65,1
n75,n31,1
n44,n76,1
n68,n65,2
n07,n01,1
n35,n13,1
n64,n70,1
n38,n67,1
n75,n20,2
n22,n13,1
n34,n30,1
n33,n55,1
n69,n61,2
n57,n67,1
n40,n17,1
n38,n17,1
n29,n17,1
n68,n17,1
n21,n31,2
n60,n31,2
n62,n70,1
n06,n10,1
n09,n10,1
n53,n10,1
n67,n52,1
n64,n78,1
n24,n20,1
n28,n19,1
n75,n65,1
n54,n20,1
n60,n74,1
n66,n74,1
n74,n13,1
n05,n67,1
n56,n46,1
n28,n74,1
n67,n13,1
